token_index,token,probability,log_probability,entropy
87,"
",0.9765625,-0.023681640625,0.216796875
88,-,0.9140625,-0.08984375,0.4140625
89,institutions,4.209578037261963e-07,-14.6875,4.84375
90,"
",0.038818359375,-3.25,2.078125
91,-,0.99609375,-0.00390625,0.02099609375
92,dates,0.041748046875,-3.171875,5.03125
93,"
",0.8125,-0.2080078125,0.85546875
94,-,1.0,0.0,0.0133056640625
95,collabor,0.00153350830078125,-6.46875,4.5
96,ations,0.05322265625,-2.9375,0.2490234375
97,"
",0.9453125,-0.05615234375,0.337890625
98,-,0.9921875,-0.00787353515625,0.04736328125
99,research,0.0223388671875,-3.796875,4.125
100,contributions,0.06494140625,-2.734375,3.140625
101,"
",0.97265625,-0.0277099609375,0.1796875
102,"
",0.02294921875,-3.78125,0.119140625
103,Answer,1.728534698486328e-05,-10.9375,4.125
104,:,0.04052734375,-3.203125,1.96875
105,"
",0.609375,-0.49609375,1.4765625
106,Wel,0.00726318359375,-4.9375,2.671875
107,come,1.0,0.0,0.00860595703125
108,",",0.040771484375,-3.203125,0.388671875
109,dear,0.103515625,-2.265625,3.96875
110,readers,0.357421875,-1.03125,1.0546875
111,!,0.1826171875,-1.703125,1.0546875
112,The,0.0120849609375,-4.40625,2.8125
113,first,0.028076171875,-3.578125,5.25
114,time,0.0400390625,-3.21875,4.09375
115,I,0.73828125,-0.302734375,1.3828125
116,came,0.01104736328125,-4.5,3.140625
117,across,0.86328125,-0.1474609375,0.66796875
118,this,0.031494140625,-3.453125,1.765625
119,incred,0.0091552734375,-4.6875,5.125
120,ible,0.8515625,-0.1611328125,0.431640625
121,man,0.166015625,-1.796875,3.375
122,',0.1533203125,-1.875,1.6796875
123,s,1.0,0.0,0.0017547607421875
124,name,0.75390625,-0.283203125,1.3515625
125,and,0.011962890625,-4.4375,1.2421875
126,work,0.06640625,-2.71875,4.625
127,it,0.00194549560546875,-6.25,1.0625
128,was,0.51953125,-0.65625,2.96875
129,when,0.03564453125,-3.328125,3.828125
130,an,0.002655029296875,-5.9375,1.0859375
131,ex,0.0184326171875,-4.0,4.875
132,high,0.000621795654296875,-7.375,1.5234375
133,school,0.8671875,-0.142578125,0.45703125
134,teacher,0.291015625,-1.234375,2.890625
135,would,0.00439453125,-5.4375,4.21875
136,talk,0.01318359375,-4.34375,5.0
137,of,0.01336669921875,-4.3125,1.1171875
138,his,0.1669921875,-1.7890625,3.75
139,life,0.020263671875,-3.90625,5.15625
140,through,0.00148773193359375,-6.5,2.921875
141,her,0.02587890625,-3.65625,4.0
142,notes,0.033203125,-3.40625,5.78125
143,",",0.07958984375,-2.53125,2.859375
144,including,0.00360107421875,-5.625,5.09375
145,many,0.004608154296875,-5.375,4.21875
146,references,0.0201416015625,-3.90625,5.125
147,to,0.76953125,-0.26171875,1.3203125
148,Haw,0.036376953125,-3.3125,3.453125
149,king,0.9921875,-0.00787353515625,0.05078125
150,.,0.2470703125,-1.3984375,1.7109375
151,I,0.208984375,-1.5625,4.0
152,have,0.0167236328125,-4.09375,3.640625
153,never,0.0306396484375,-3.484375,3.671875
154,heard,0.048583984375,-3.03125,3.84375
155,anything,0.0203857421875,-3.890625,2.265625
156,similar,0.034912109375,-3.359375,3.40625
157,from,0.09326171875,-2.375,2.8125
158,any,0.2177734375,-1.5234375,2.90625
159,other,0.51953125,-0.65625,2.4375
160,field,0.00183868408203125,-6.3125,3.96875
161,prior,0.001708984375,-6.375,2.90625
162,to,0.60546875,-0.5,1.53125
163,my,0.051025390625,-2.96875,3.109375
164,encounter,0.2080078125,-1.5703125,4.78125
165,with,0.59765625,-0.515625,1.265625
166,him,0.310546875,-1.171875,2.578125
167,;,0.0091552734375,-4.6875,0.96875
168,to,0.00830078125,-4.78125,4.15625
169,the,0.04248046875,-3.15625,3.28125
170,point,0.2490234375,-1.390625,4.0
171,that,0.4375,-0.828125,1.6953125
172,as,0.002685546875,-5.90625,2.78125
173,a,0.30078125,-1.203125,2.609375
174,newly,0.004364013671875,-5.4375,4.46875
175,mint,0.087890625,-2.4375,3.859375
176,ed,0.99609375,-0.00390625,0.0302734375
177,gradu,0.224609375,-1.4921875,3.5
178,ate,0.9921875,-0.00787353515625,0.047119140625
179,myself,0.007568359375,-4.875,2.5625
180,",",0.73828125,-0.302734375,1.359375
181,I,0.6484375,-0.43359375,2.125
182,made,0.003814697265625,-5.5625,4.21875
183,a,0.32421875,-1.125,2.703125
184,special,0.00775146484375,-4.875,4.21875
185,ty,0.00628662109375,-5.0625,2.96875
186,on,0.030517578125,-3.484375,2.59375
187,Haw,0.05126953125,-2.96875,3.75
188,king,0.9921875,-0.00787353515625,0.0458984375
189,in,0.0595703125,-2.828125,3.3125
190,my,0.62890625,-0.462890625,2.234375
191,doctor,0.00518798828125,-5.25,4.8125
192,al,0.9609375,-0.039794921875,0.20703125
193,th,0.318359375,-1.1484375,2.21875
194,esis,1.0,0.0,0.012451171875
195,",",0.1162109375,-2.15625,2.171875
196,so,0.01043701171875,-4.5625,4.9375
197,he,0.004638671875,-5.375,3.703125
198,was,0.1904296875,-1.65625,3.75
199,an,0.046630859375,-3.0625,4.46875
200,integral,0.154296875,-1.8671875,4.3125
201,aspect,0.0157470703125,-4.15625,1.296875
202,of,0.80078125,-0.2216796875,0.94921875
203,my,0.7890625,-0.2373046875,1.3203125
204,study,0.0245361328125,-3.703125,4.34375
205,and,0.044921875,-3.109375,2.140625
206,expl,0.005218505859375,-5.25,5.3125
207,oration,0.95703125,-0.0439453125,0.2060546875
208,.,0.51171875,-0.671875,1.8828125
209,However,0.006988525390625,-4.96875,3.46875
210,",",0.9609375,-0.039794921875,0.349609375
211,before,0.01153564453125,-4.46875,4.0
212,getting,0.01458740234375,-4.21875,3.125
213,into,0.48046875,-0.734375,2.3125
214,some,0.00811767578125,-4.8125,2.515625
215,context,0.004150390625,-5.5,4.25
216,material,0.0016326904296875,-6.40625,2.515625
217,and,0.04541015625,-3.09375,1.859375
218,historical,0.0087890625,-4.71875,5.625
219,background,0.353515625,-1.0390625,3.78125
220,for,0.0167236328125,-4.09375,1.8125
221,an,0.0047607421875,-5.34375,3.25
222,article,0.1845703125,-1.6875,4.46875
223,about,0.0849609375,-2.46875,2.40625
224,Haw,0.189453125,-1.6640625,2.265625
225,king,0.99609375,-0.00390625,0.0206298828125
226,",",0.7890625,-0.2373046875,1.0546875
227,allow,0.0177001953125,-4.03125,2.140625
228,me,0.9765625,-0.023681640625,0.150390625
229,to,0.94140625,-0.060302734375,0.400390625
230,introduce,0.1845703125,-1.6875,4.3125
231,you,0.1328125,-2.015625,1.9375
232,to,0.91015625,-0.09423828125,0.6171875
233,my,0.026123046875,-3.640625,2.5
234,current,0.0038299560546875,-5.5625,5.0
235,writing,0.012939453125,-4.34375,5.78125
236,project,0.1103515625,-2.203125,4.96875
237,.,0.42578125,-0.85546875,2.4375
238,Well,0.0029144287109375,-5.84375,2.703125
239,",",0.90625,-0.0986328125,0.76953125
240,if,0.0146484375,-4.21875,4.25
241,I,0.0556640625,-2.890625,1.6015625
242,had,0.07958984375,-2.53125,3.484375
243,a,0.0693359375,-2.671875,2.21875
244,writing,0.1171875,-2.140625,5.15625
245,job,0.0025177001953125,-6.0,1.7421875
246,",",0.59375,-0.51953125,2.34375
247,I,0.466796875,-0.76171875,2.484375
248,think,0.01434326171875,-4.25,1.703125
249,this,0.06982421875,-2.65625,2.140625
250,would,0.423828125,-0.859375,2.46875
251,be,0.875,-0.1337890625,0.9140625
252,just,0.004150390625,-5.5,2.421875
253,too,0.001373291015625,-6.59375,1.9453125
254,b,0.050537109375,-2.984375,4.21875
255,oring,0.96875,-0.03173828125,0.220703125
256,to,0.296875,-1.2109375,2.375
257,read,0.01300048828125,-4.34375,4.34375
258,so,0.00921630859375,-4.6875,2.671875
259,I,0.54296875,-0.609375,2.671875
260,suggest,0.00262451171875,-5.9375,3.53125
261,not,0.011474609375,-4.46875,2.9375
262,clicking,0.0286865234375,-3.546875,4.15625
263,',0.01263427734375,-4.375,2.5
264,keep,0.0026397705078125,-5.9375,4.40625
265,'.,0.01104736328125,-4.5,0.9296875
266,If,0.0145263671875,-4.21875,4.28125
267,by,0.002166748046875,-6.125,1.6875
268,some,0.349609375,-1.0546875,1.8125
269,circumst,0.00225830078125,-6.09375,3.171875
270,ance,0.96875,-0.03173828125,0.1630859375
271,there,0.00262451171875,-5.9375,1.890625
272,was,0.1826171875,-1.703125,2.328125
273,no,0.0206298828125,-3.875,2.421875
274,obvious,0.003326416015625,-5.71875,4.59375
275,exc,0.00628662109375,-5.0625,4.84375
276,use,0.9921875,-0.00787353515625,0.07568359375
277,against,0.00093841552734375,-6.96875,2.234375
278,continu,0.01361083984375,-4.3125,3.953125
279,ing,0.95703125,-0.0439453125,0.2197265625
280,here,0.01190185546875,-4.4375,2.453125
281,",",0.83984375,-0.1748046875,1.0859375
282,however,0.007354736328125,-4.90625,2.84375
283,:,0.00238037109375,-6.03125,0.34765625
284,Here,0.0016021728515625,-6.4375,3.5625
285,are,0.04931640625,-3.015625,2.328125
286,some,0.37109375,-0.9921875,2.171875
287,of,0.06591796875,-2.71875,5.5625
288,the,0.75,-0.287109375,1.0078125
289,basic,0.006744384765625,-5.0,5.21875
290,aspects,0.00848388671875,-4.78125,4.5625
291,related,0.00098419189453125,-6.9375,1.484375
292,to,0.984375,-0.0157470703125,0.1435546875
293,this,0.0703125,-2.65625,2.328125
294,science,0.0019378662109375,-6.25,4.15625
295,legend,0.027587890625,-3.59375,3.984375
296,who,0.0186767578125,-3.984375,2.6875
297,would,0.0177001953125,-4.03125,4.625
298,be,0.171875,-1.7578125,4.59375
299,better,0.005889892578125,-5.125,5.25
300,sum,0.0048828125,-5.3125,2.890625
301,med,0.98828125,-0.01177978515625,0.083984375
302,up,0.94140625,-0.060302734375,0.388671875
303,as,0.453125,-0.79296875,2.109375
304,"""",0.078125,-2.546875,3.28125
305,gen,0.007080078125,-4.9375,4.75
306,ius,0.9765625,-0.023681640625,0.1689453125
307,"""",0.20703125,-1.578125,3.5
308,than,0.265625,-1.328125,3.0625
309,"""",0.41796875,-0.87109375,3.53125
310,l,0.031982421875,-3.4375,4.78125
311,iving,0.52734375,-0.640625,1.8828125
312,legend,0.62890625,-0.462890625,2.234375
313,""".",0.4140625,-0.8828125,1.6953125
314,He,0.08447265625,-2.46875,4.28125
315,lived,0.01324462890625,-4.3125,1.828125
316,in,0.06298828125,-2.765625,3.046875
317,Oxford,0.026123046875,-3.640625,2.140625
318,for,0.0439453125,-3.125,2.015625
319,much,0.048095703125,-3.03125,2.9375
320,of,0.98828125,-0.01177978515625,0.09228515625
321,his,0.984375,-0.0157470703125,0.10107421875
322,life,0.62890625,-0.462890625,1.8515625
323,from,0.0087890625,-4.71875,1.9140625
324,his,0.029296875,-3.53125,1.6015625
325,days,0.0022430419921875,-6.09375,3.1875
326,being,0.0126953125,-4.375,2.53125
327,taught,0.00396728515625,-5.53125,3.625
328,at,0.18359375,-1.6953125,2.1875
329,Cambridge,0.09619140625,-2.34375,3.390625
330,University,0.2109375,-1.5546875,2.8125
331,.,0.177734375,-1.7265625,2.921875
332,The,0.02099609375,-3.859375,3.28125
333,author,0.003997802734375,-5.53125,5.9375
334,notes,0.037841796875,-3.28125,4.5625
335,in,0.0252685546875,-3.671875,2.15625
336,their,0.1533203125,-1.875,2.390625
337,introduction,0.373046875,-0.984375,3.34375
338,the,0.0220947265625,-3.8125,1.7421875
339,reason,0.007080078125,-4.9375,6.125
340,for,0.39453125,-0.9296875,2.375
341,stay,0.0009765625,-6.9375,2.453125
342,ing,1.0,0.0,0.00775146484375
343,in,0.54296875,-0.609375,2.15625
344,Oxford,0.69921875,-0.357421875,1.3828125
345,over,0.01202392578125,-4.40625,3.40625
346,Cambridge,0.52734375,-0.640625,2.375
347,is,0.1435546875,-1.9375,3.171875
348,",",0.0050048828125,-5.3125,3.28125
349,in,0.16796875,-1.78125,3.53125
350,contrast,0.000904083251953125,-7.0,2.140625
351,",",0.08740234375,-2.4375,0.6796875
352,because,0.06787109375,-2.6875,4.6875
353,Oxford,0.0615234375,-2.78125,2.921875
354,tends,0.0009613037109375,-6.9375,3.140625
355,to,0.98046875,-0.019775390625,0.1552734375
356,teach,0.0023040771484375,-6.0625,3.375
357,students,0.018798828125,-3.96875,4.90625
358,"""",0.02001953125,-3.90625,4.28125
359,how,0.0181884765625,-4.0,5.28125
360,one,0.000865936279296875,-7.0625,1.0546875
361,builds,0.006011962890625,-5.125,4.0
362,theories,0.007232666015625,-4.9375,3.46875
363,by,0.004730224609375,-5.34375,3.25
364,starting,0.050048828125,-3.0,5.78125
365,ones,0.0002841949462890625,-8.1875,1.078125
366,at,0.004669189453125,-5.375,0.83984375
367,very,0.00982666015625,-4.625,2.34375
368,small,0.419921875,-0.8671875,2.984375
369,(,0.003448486328125,-5.65625,4.5
370,m,0.00994873046875,-4.625,5.21875
371,icro,0.80078125,-0.2216796875,0.98828125
372,cos,0.01263427734375,-4.375,1.390625
373,mic,0.51171875,-0.671875,0.85546875
374,),0.953125,-0.048095703125,0.380859375
375,levels,0.1328125,-2.015625,3.203125
376,"""",0.06884765625,-2.671875,2.375
377,which,0.07568359375,-2.578125,3.28125
378,seems,0.0140380859375,-4.28125,4.34375
379,apt,0.00439453125,-5.4375,2.921875
380,as,0.06396484375,-2.75,2.96875
381,that,0.0101318359375,-4.59375,3.453125
382,seems,0.01275634765625,-4.375,1.9765625
383,the,0.07080078125,-2.640625,1.8515625
384,very,0.017333984375,-4.0625,5.53125
385,nature,0.08203125,-2.5,4.9375
386,and,0.017333984375,-4.0625,0.369140625
387,method,0.041748046875,-3.171875,5.71875
388,util,0.00083160400390625,-7.09375,1.5625
389,ized,0.9140625,-0.08984375,0.33984375
390,by,0.546875,-0.60546875,1.3203125
391,a,0.007354736328125,-4.90625,1.671875
392,genius,0.05908203125,-2.828125,4.75
393,such,0.1298828125,-2.046875,2.640625
394,as,0.99609375,-0.00390625,0.0255126953125
395,"""",0.00138092041015625,-6.59375,1.296875
396,l,0.01556396484375,-4.15625,3.53125
397,umin,0.000873565673828125,-7.03125,0.60546875
398,ator,0.0016021728515625,-6.4375,1.015625
399,""".",0.09375,-2.359375,2.328125
400,That,0.00787353515625,-4.84375,4.5
401,being,0.20703125,-1.578125,4.34375
402,said,0.69921875,-0.357421875,1.78125
403,however,0.00225830078125,-6.09375,0.6484375
404,",",0.921875,-0.08154296875,0.6171875
405,there,0.024169921875,-3.71875,4.15625
406,were,0.0908203125,-2.40625,2.078125
407,quite,0.00738525390625,-4.90625,4.65625
408,plenty,0.000568389892578125,-7.46875,1.4765625
409,times,0.000797271728515625,-7.125,0.66015625
410,that,0.0908203125,-2.40625,3.109375
411,the,0.0673828125,-2.703125,3.296875
412,author,0.326171875,-1.1171875,5.09375
413,encountered,0.00640869140625,-5.0625,5.28125
414,academic,0.002960205078125,-5.8125,5.21875
415,obst,0.0123291015625,-4.40625,6.03125
416,acles,0.94921875,-0.052001953125,0.263671875
417,like,0.004486083984375,-5.40625,3.625
418,trying,0.0101318359375,-4.59375,5.5625
419,the,0.000537872314453125,-7.53125,0.2890625
420,correct,0.0033416748046875,-5.6875,6.53125
421,syntax,0.0062255859375,-5.09375,5.8125
422,(,0.01556396484375,-4.15625,2.984375
423,as,0.03125,-3.46875,5.4375
424,some,0.00738525390625,-4.90625,4.71875
425,might,0.043701171875,-3.125,5.4375
426,expect,0.00787353515625,-4.84375,3.84375
427,a,0.0208740234375,-3.875,2.859375
428,university,0.006256103515625,-5.0625,5.65625
429,student,0.06298828125,-2.765625,4.71875
430,could,0.00909423828125,-4.6875,2.9375
431,do,0.0927734375,-2.375,4.40625
432,that,0.056640625,-2.875,3.5
433,if,0.006683349609375,-5.0,3.5625
434,you,0.027099609375,-3.609375,3.640625
435,just,0.01068115234375,-4.53125,4.59375
436,google,0.008056640625,-4.8125,5.40625
437,the,0.08154296875,-2.5,2.53125
438,phrase,0.02197265625,-3.8125,4.65625
439,):,0.00128936767578125,-6.65625,2.796875
440,"""...",0.00469970703125,-5.375,4.46875
441,a,0.0118408203125,-4.4375,6.15625
442,couple,0.00421142578125,-5.46875,6.78125
443,of,0.90625,-0.0986328125,0.78515625
444,times,0.388671875,-0.9453125,4.4375
445,[,0.007080078125,-4.9375,2.890625
446,the,0.435546875,-0.83203125,2.953125
447,author,0.9375,-0.064453125,0.55078125
448,],0.9453125,-0.05615234375,0.435546875
449,tried,0.0712890625,-2.640625,4.28125
450,writing,0.0220947265625,-3.8125,2.15625
451,the,0.11376953125,-2.171875,3.578125
452,proper,0.0191650390625,-3.953125,4.6875
453,syntax,0.353515625,-1.0390625,4.1875
454,—,0.00174713134765625,-6.34375,2.75
455,e,0.00787353515625,-4.84375,5.625
456,asy,0.01324462890625,-4.3125,0.93359375
457,!,0.02685546875,-3.625,3.171875
458,—,0.34375,-1.0703125,3.984375
459,but,0.67578125,-0.392578125,1.5859375
460,found,0.01324462890625,-4.3125,4.90625
461,his,0.00762939453125,-4.875,3.296875
462,brain,0.10693359375,-2.234375,5.34375
463,too,0.01190185546875,-4.4375,5.15625
464,s,0.01458740234375,-4.21875,5.625
465,lap,0.00433349609375,-5.4375,2.078125
466,st,0.05029296875,-2.984375,1.484375
467,ick,0.765625,-0.267578125,0.6171875
468,",",0.091796875,-2.390625,3.28125
469,he,0.005615234375,-5.1875,4.59375
470,kept,0.0146484375,-4.21875,4.875
471,mist,0.00537109375,-5.21875,4.96875
472,yp,0.275390625,-1.2890625,1.015625
473,ing,0.99609375,-0.00390625,0.02197265625
474,',0.024658203125,-3.703125,4.59375
475,for,0.01123046875,-4.5,6.3125
476,instance,0.0015869140625,-6.4375,2.40625
477,",'",0.0546875,-2.90625,1.375
478,',0.263671875,-1.3359375,3.5
479,say,0.00518798828125,-5.25,4.5625
480,",'",0.671875,-0.3984375,1.1015625
481,',0.50390625,-0.68359375,1.2578125
482,re,0.00439453125,-5.4375,5.09375
483,pe,0.03173828125,-3.453125,2.78125
484,ating,0.5625,-0.57421875,0.94921875
485,a,0.0031890869140625,-5.75,2.21875
486,question,0.00830078125,-4.78125,4.90625
487,';,0.00335693359375,-5.6875,3.09375
488,',0.062255859375,-2.78125,5.03125
489,with,0.005462646484375,-5.21875,5.96875
490,',0.1533203125,-1.875,4.40625
491,',0.0242919921875,-3.71875,3.90625
492,and,0.053955078125,-2.921875,4.8125
493,.',0.0255126953125,-3.671875,1.6953125
494,Oh,0.00433349609375,-5.4375,4.96875
495,",",0.5078125,-0.67578125,2.53125
496,for,0.013916015625,-4.28125,4.34375
497,heaven,0.059326171875,-2.828125,4.28125
498,’,0.046630859375,-3.0625,0.322265625
499,s,0.99609375,-0.00390625,0.02783203125
500,sake,0.9765625,-0.023681640625,0.1767578125
501,!,0.2451171875,-1.40625,2.5625
502,As,0.007659912109375,-4.875,5.40625
503,my,0.00390625,-5.53125,4.09375
504,t,0.006134033203125,-5.09375,5.875
505,utor,0.98046875,-0.019775390625,0.1640625
506,explained,0.0191650390625,-3.953125,4.53125
507,during,0.0022735595703125,-6.09375,2.21875
508,one,0.193359375,-1.640625,3.09375
509,such,0.061279296875,-2.796875,3.78125
510,session,0.1357421875,-2.0,5.46875
511,:,0.1435546875,-1.9375,1.4921875
512,"
",0.000949859619140625,-6.96875,2.0625
513,“,0.1357421875,-2.0,2.90625
514,Do,0.004425048828125,-5.40625,4.46875
515,what,0.01495361328125,-4.1875,2.484375
516,your,0.048095703125,-3.03125,2.625
517,own,0.0034332275390625,-5.6875,3.75
518,dam,0.00457763671875,-5.375,3.515625
519,n,0.6484375,-0.43359375,0.8359375
520,mind,0.044921875,-3.109375,3.3125
521,writes,0.00250244140625,-6.0,3.015625
522,instead,0.0038604736328125,-5.5625,3.046875
523,of,0.8828125,-0.12451171875,0.66015625
524,trying,0.283203125,-1.2578125,3.8125
525,to,0.95703125,-0.0439453125,0.396484375
526,understand,0.00921630859375,-4.6875,4.96875
527,what,0.1796875,-1.71875,3.484375
528,I,0.032958984375,-3.40625,3.421875
529,don,0.0015716552734375,-6.46875,3.015625
530,’,0.703125,-0.3515625,0.625
531,t,1.0,0.0,0.0084228515625
532,make,0.00103759765625,-6.875,2.8125
533,sense,0.189453125,-1.6640625,3.5
534,without,0.0006866455078125,-7.28125,2.015625
535,trying,0.03564453125,-3.328125,4.8125
536,and,0.0021209716796875,-6.15625,0.69140625
537,it,0.01129150390625,-4.46875,5.03125
538,’,0.234375,-1.453125,3.515625
539,d,0.006072998046875,-5.09375,0.65625
540,be,0.412109375,-0.88671875,3.421875
541,different,0.005126953125,-5.28125,4.875
542,.”,0.296875,-1.2109375,3.09375
543,And,0.032470703125,-3.421875,4.65625
544,that,0.12890625,-2.046875,4.0625
545,',0.11083984375,-2.203125,3.703125
546,s,0.99609375,-0.00390625,0.0242919921875
547,because,0.003143310546875,-5.75,3.390625
548,for,0.00958251953125,-4.65625,4.25
549,much,0.0050048828125,-5.3125,3.90625
550,of,0.96484375,-0.035888671875,0.3125
551,what,0.005767822265625,-5.15625,1.34375
552,Haw,0.1982421875,-1.6171875,3.078125
553,king,0.99609375,-0.00390625,0.041748046875
554,did,0.259765625,-1.3515625,3.734375
555,the,0.0103759765625,-4.5625,3.0625
556,vast,0.0030364990234375,-5.8125,5.96875
557,majority,0.86328125,-0.1474609375,1.0859375
558,could,0.000934600830078125,-6.96875,0.69140625
559,only,0.0673828125,-2.703125,3.53125
560,dream,0.015625,-4.15625,4.96875
561,of,0.447265625,-0.8046875,2.5
562,a,0.005218505859375,-5.25,3.484375
563,single,0.027587890625,-3.59375,5.875
564,step,0.00726318359375,-4.9375,6.25
565,on,0.0068359375,-5.0,3.890625
566,the,0.2890625,-1.2421875,3.125
567,way,0.1083984375,-2.21875,5.0625
568,towards,0.017333984375,-4.0625,2.125
569,doing,0.013427734375,-4.3125,4.8125
570,something,0.078125,-2.546875,3.21875
571,extraordinary,0.00543212890625,-5.21875,4.75
572,.,0.458984375,-0.77734375,2.328125
573,A,0.0130615234375,-4.34375,4.75
574,brilliant,0.0126953125,-4.375,6.0
575,theoretical,0.0147705078125,-4.21875,5.0625
576,phys,0.91796875,-0.08544921875,0.59765625
577,ic,1.0,0.0,0.007354736328125
578,ist,1.0,0.0,0.0101318359375
579,himself,0.0025482177734375,-5.96875,3.0625
580,he,0.0220947265625,-3.8125,1.765625
581,also,0.01055908203125,-4.5625,5.15625
582,had,0.0771484375,-2.5625,5.46875
583,access,0.0028533935546875,-5.84375,3.9375
584,to,0.953125,-0.048095703125,0.37109375
585,his,0.0079345703125,-4.84375,4.625
586,prede,0.00457763671875,-5.375,4.65625
587,cess,0.99609375,-0.00390625,0.025390625
588,or,0.1474609375,-1.9140625,0.439453125
589,Sir,0.0035552978515625,-5.625,3.46875
590,Fred,0.1220703125,-2.109375,3.46875
591,Ho,0.921875,-0.08154296875,0.5234375
592,yle,0.99609375,-0.00390625,0.0196533203125
593,',0.32421875,-1.125,2.34375
594,s,1.0,0.0,0.007537841796875
595,enorm,0.004608154296875,-5.375,6.1875
596,ously,0.037353515625,-3.28125,0.171875
597,rich,0.0260009765625,-3.65625,4.4375
598,intellectual,0.003570556640625,-5.625,4.84375
599,archive,0.037109375,-3.296875,4.625
600,and,0.095703125,-2.34375,3.34375
601,learned,0.003936767578125,-5.53125,6.0
602,not,0.00555419921875,-5.1875,3.921875
603,ebook,0.00101470947265625,-6.90625,1.5078125
604,.,0.0230712890625,-3.765625,1.2265625
605,Additionally,0.004241943359375,-5.46875,4.6875
